team_name,game_date,season,period,minutes_remaining,seconds_remaining,shot_made_flag,action_type,shot_type,shot_distance,opponent,x,y
Golden State Warriors,3/16/17,2016,3,5,51,n,Cutting Layup Shot,2PT Field Goal,2,Orlando Magic,22,18
Golden State Warriors,1/6/17,2016,1,8,39,y,Cutting Layup Shot,2PT Field Goal,1,Memphis Grizzlies,4,11
Golden State Warriors,10/28/16,2016,3,3,12,y,Cutting Layup Shot,2PT Field Goal,1,New Orleans Pelicans,17,7
Golden State Warriors,11/23/16,2016,3,2,55,y,Cutting Layup Shot,2PT Field Goal,1,Los Angeles Lakers,1,11
Golden State Warriors,2/2/17,2016,4,6,16,y,Cutting Layup Shot,2PT Field Goal,2,Los Angeles Clippers,22,16
Golden State Warriors,12/17/16,2016,1,3,20,y,Cutting Layup Shot,2PT Field Goal,2,Portland Trail Blazers,-1,23
Golden State Warriors,12/20/16,2016,2,1,36,y,Cutting Layup Shot,2PT Field Goal,1,Utah Jazz,-1,16
Golden State Warriors,11/25/16,2016,4,2,31,y,Cutting Layup Shot,2PT Field Goal,0,Los Angeles Lakers,8,-2
Golden State Warriors,3/26/17,2016,3,8,9,n,Cutting Layup Shot,2PT Field Goal,2,Memphis Grizzlies,9,21
Golden State Warriors,2/10/17,2016,1,2,41,y,Cutting Layup Shot,2PT Field Goal,2,Memphis Grizzlies,24,7
Golden State Warriors,1/28/17,2016,1,11,22,y,Cutting Layup Shot,2PT Field Goal,1,Los Angeles Clippers,-7,16
Golden State Warriors,12/25/16,2016,4,4,28,y,Cutting Layup Shot,2PT Field Goal,0,Cleveland Cavaliers,1,-5
Golden State Warriors,11/19/16,2016,3,8,3,y,Cutting Layup Shot,2PT Field Goal,0,Milwaukee Bucks,0,7
Golden State Warriors,11/23/16,2016,2,2,41,y,Cutting Layup Shot,2PT Field Goal,1,Los Angeles Lakers,10,16
Golden State Warriors,2/15/17,2016,1,9,28,y,Cutting Layup Shot,2PT Field Goal,1,Sacramento Kings,6,16
Golden State Warriors,12/7/16,2016,1,7,6,y,Cutting Layup Shot,2PT Field Goal,2,Los Angeles Clippers,25,2
Golden State Warriors,12/7/16,2016,2,4,38,y,Cutting Layup Shot,2PT Field Goal,2,Los Angeles Clippers,6,21
Golden State Warriors,11/21/16,2016,3,6,46,y,Driving Bank shot,2PT Field Goal,11,Indiana Pacers,-110,36
Golden State Warriors,1/6/17,2016,4,1,20,y,Driving Bank shot,2PT Field Goal,6,Memphis Grizzlies,-43,46
Golden State Warriors,11/26/16,2016,1,2,41,y,Driving Bank shot,2PT Field Goal,3,Minnesota Timberwolves,12,31
Golden State Warriors,2/2/17,2016,1,4,7,y,Driving Bank shot,2PT Field Goal,5,Los Angeles Clippers,-52,18
Golden State Warriors,11/13/16,2016,2,5,30,y,Driving Bank shot,2PT Field Goal,11,Phoenix Suns,-70,85
Golden State Warriors,11/9/16,2016,2,8,42,y,Driving Finger Roll Layup Shot,2PT Field Goal,1,Dallas Mavericks,10,16
Golden State Warriors,1/4/17,2016,1,5,53,y,Driving Finger Roll Layup Shot,2PT Field Goal,2,Portland Trail Blazers,-7,26
Golden State Warriors,11/18/16,2016,2,1,52,y,Driving Finger Roll Layup Shot,2PT Field Goal,2,Boston Celtics,-25,7
Golden State Warriors,11/18/16,2016,4,0,48,y,Driving Finger Roll Layup Shot,2PT Field Goal,1,Boston Celtics,-9,16
Golden State Warriors,11/13/16,2016,3,1,6,y,Driving Finger Roll Layup Shot,2PT Field Goal,2,Phoenix Suns,-1,21
Golden State Warriors,3/29/17,2016,3,5,22,y,Driving Finger Roll Layup Shot,2PT Field Goal,1,San Antonio Spurs,9,-5
Golden State Warriors,1/2/17,2016,1,2,24,n,Driving Finger Roll Layup Shot,2PT Field Goal,2,Denver Nuggets,17,11
Golden State Warriors,2/25/17,2016,4,2,59,y,Driving Finger Roll Layup Shot,2PT Field Goal,3,Brooklyn Nets,20,23
Golden State Warriors,11/16/16,2016,1,7,22,y,Driving Finger Roll Layup Shot,2PT Field Goal,3,Toronto Raptors,-29,11
Golden State Warriors,4/4/17,2016,1,10,16,n,Driving Finger Roll Layup Shot,2PT Field Goal,3,Minnesota Timberwolves,22,26
Golden State Warriors,2/23/17,2016,3,1,52,y,Driving Finger Roll Layup Shot,2PT Field Goal,2,Los Angeles Clippers,-12,16
Golden State Warriors,3/29/17,2016,1,1,49,n,Driving Finger Roll Layup Shot,2PT Field Goal,0,San Antonio Spurs,-2,8
Golden State Warriors,12/28/16,2016,4,0,13,y,Driving Finger Roll Layup Shot,2PT Field Goal,1,Toronto Raptors,0,16
Golden State Warriors,12/20/16,2016,1,1,0,n,Driving Finger Roll Layup Shot,2PT Field Goal,2,Utah Jazz,-9,28
Golden State Warriors,11/26/16,2016,3,2,9,y,Driving Finger Roll Layup Shot,2PT Field Goal,2,Minnesota Timberwolves,0,26
Golden State Warriors,11/26/16,2016,4,5,3,y,Driving Finger Roll Layup Shot,2PT Field Goal,1,Minnesota Timberwolves,6,16
Golden State Warriors,12/30/16,2016,1,7,31,y,Driving Finger Roll Layup Shot,2PT Field Goal,0,Dallas Mavericks,2,7
Golden State Warriors,12/20/16,2016,1,1,49,y,Driving Finger Roll Layup Shot,2PT Field Goal,2,Utah Jazz,2,21
Golden State Warriors,3/29/17,2016,2,0,49,y,Driving Finger Roll Layup Shot,2PT Field Goal,1,San Antonio Spurs,-19,2
Golden State Warriors,11/19/16,2016,4,2,47,y,Driving Finger Roll Layup Shot,2PT Field Goal,1,Milwaukee Bucks,15,7
Golden State Warriors,11/18/16,2016,3,7,18,y,Driving Finger Roll Layup Shot,2PT Field Goal,1,Boston Celtics,9,-5
Golden State Warriors,2/27/17,2016,3,0,25,y,Driving Finger Roll Layup Shot,2PT Field Goal,1,Philadelphia 76ers,0,16
Golden State Warriors,3/31/17,2016,3,3,28,y,Driving Finger Roll Layup Shot,2PT Field Goal,2,Houston Rockets,-1,21
Golden State Warriors,12/11/16,2016,2,0,29,n,Driving Finger Roll Layup Shot,2PT Field Goal,3,Minnesota Timberwolves,24,31
Golden State Warriors,3/16/17,2016,3,0,54,y,Driving Finger Roll Layup Shot,2PT Field Goal,2,Orlando Magic,19,18
Golden State Warriors,12/8/16,2016,3,7,36,y,Driving Finger Roll Layup Shot,2PT Field Goal,2,Utah Jazz,22,0
Golden State Warriors,12/5/16,2016,2,1,10,y,Driving Finger Roll Layup Shot,2PT Field Goal,0,Indiana Pacers,0,8
Golden State Warriors,1/16/17,2016,1,4,57,n,Driving Finger Roll Layup Shot,2PT Field Goal,2,Cleveland Cavaliers,-1,26
Golden State Warriors,3/31/17,2016,3,9,15,y,Driving Finger Roll Layup Shot,2PT Field Goal,1,Houston Rockets,12,7
Golden State Warriors,11/3/16,2016,1,8,59,y,Driving Finger Roll Layup Shot,2PT Field Goal,1,Oklahoma City Thunder,-4,16
Golden State Warriors,2/2/17,2016,3,11,6,y,Driving Floating Bank Jump Shot,2PT Field Goal,8,Los Angeles Clippers,76,44
Golden State Warriors,2/28/17,2016,2,2,28,y,Driving Floating Bank Jump Shot,2PT Field Goal,3,Washington Wizards,30,21
Golden State Warriors,3/29/17,2016,4,4,43,n,Driving Floating Bank Jump Shot,2PT Field Goal,10,San Antonio Spurs,97,31
Golden State Warriors,11/1/16,2016,2,0,1,n,Driving Floating Jump Shot,2PT Field Goal,15,Portland Trail Blazers,-53,149
Golden State Warriors,2/11/17,2016,4,5,27,n,Driving Floating Jump Shot,2PT Field Goal,3,Oklahoma City Thunder,25,21
Golden State Warriors,11/28/16,2016,4,4,6,n,Driving Floating Jump Shot,2PT Field Goal,10,Atlanta Hawks,-93,49
Golden State Warriors,3/2/17,2016,1,6,16,y,Driving Floating Jump Shot,2PT Field Goal,3,Chicago Bulls,4,38
Golden State Warriors,12/20/16,2016,2,5,29,n,Driving Floating Jump Shot,2PT Field Goal,11,Utah Jazz,92,70
Golden State Warriors,10/25/16,2016,2,4,58,y,Driving Floating Jump Shot,2PT Field Goal,7,San Antonio Spurs,-16,70
Golden State Warriors,11/1/16,2016,1,6,45,n,Driving Floating Jump Shot,2PT Field Goal,14,Portland Trail Blazers,51,134
Golden State Warriors,12/28/16,2016,1,8,46,y,Driving Floating Jump Shot,2PT Field Goal,12,Toronto Raptors,60,115
Golden State Warriors,10/30/16,2016,4,10,0,n,Driving Floating Jump Shot,2PT Field Goal,7,Phoenix Suns,-16,72
Golden State Warriors,3/24/17,2016,3,4,34,n,Driving Floating Jump Shot,2PT Field Goal,5,Sacramento Kings,6,51
Golden State Warriors,11/28/16,2016,4,3,29,y,Driving Floating Jump Shot,2PT Field Goal,4,Atlanta Hawks,-4,46
Golden State Warriors,11/1/16,2016,3,6,19,n,Driving Floating Jump Shot,2PT Field Goal,6,Portland Trail Blazers,66,13
Golden State Warriors,4/4/17,2016,2,2,11,n,Driving Floating Jump Shot,2PT Field Goal,6,Minnesota Timberwolves,20,57
Golden State Warriors,12/3/16,2016,3,1,36,y,Driving Floating Jump Shot,2PT Field Goal,5,Phoenix Suns,-7,51
Golden State Warriors,10/25/16,2016,4,6,46,y,Driving Floating Jump Shot,2PT Field Goal,4,San Antonio Spurs,2,41
Golden State Warriors,12/28/16,2016,3,1,36,y,Driving Floating Jump Shot,2PT Field Goal,10,Toronto Raptors,-92,51
Golden State Warriors,11/3/16,2016,1,5,1,n,Driving Floating Jump Shot,2PT Field Goal,8,Oklahoma City Thunder,-34,82
Golden State Warriors,1/6/17,2016,1,10,56,y,Driving Hook Shot,2PT Field Goal,4,Memphis Grizzlies,27,31
Golden State Warriors,11/7/16,2016,3,1,11,n,Driving Hook Shot,2PT Field Goal,5,New Orleans Pelicans,2,57
Golden State Warriors,1/2/17,2016,2,1,11,n,Driving Hook Shot,2PT Field Goal,2,Denver Nuggets,4,26
Golden State Warriors,11/18/16,2016,1,7,28,y,Driving Hook Shot,2PT Field Goal,6,Boston Celtics,-27,56
Golden State Warriors,3/5/17,2016,1,1,56,y,Driving Layup Shot,2PT Field Goal,2,New York Knicks,-29,0
Golden State Warriors,11/4/16,2016,1,9,44,y,Driving Layup Shot,2PT Field Goal,0,Los Angeles Lakers,1,1
Golden State Warriors,1/2/17,2016,1,0,53,y,Driving Layup Shot,2PT Field Goal,1,Denver Nuggets,1,11
Golden State Warriors,3/5/17,2016,3,4,38,y,Driving Layup Shot,2PT Field Goal,1,New York Knicks,-12,3
Golden State Warriors,11/4/16,2016,1,8,4,y,Driving Layup Shot,2PT Field Goal,1,Los Angeles Lakers,-18,1
Golden State Warriors,3/28/17,2016,2,3,53,y,Driving Layup Shot,2PT Field Goal,0,Houston Rockets,-2,2
Golden State Warriors,11/16/16,2016,3,8,1,y,Driving Layup Shot,2PT Field Goal,1,Toronto Raptors,-19,2
Golden State Warriors,10/28/16,2016,4,1,47,y,Driving Layup Shot,2PT Field Goal,0,New Orleans Pelicans,4,8
Golden State Warriors,12/28/16,2016,2,2,43,y,Driving Layup Shot,2PT Field Goal,0,Toronto Raptors,-2,2
Golden State Warriors,2/28/17,2016,3,4,58,y,Driving Layup Shot,2PT Field Goal,1,Washington Wizards,-6,8
Golden State Warriors,12/13/16,2016,1,1,8,y,Driving Layup Shot,2PT Field Goal,2,New Orleans Pelicans,-22,3
Golden State Warriors,12/13/16,2016,3,10,42,y,Driving Layup Shot,2PT Field Goal,1,New Orleans Pelicans,12,8
Golden State Warriors,11/9/16,2016,3,1,23,y,Driving Layup Shot,2PT Field Goal,2,Dallas Mavericks,0,28
Golden State Warriors,11/28/16,2016,4,6,33,n,Driving Layup Shot,2PT Field Goal,0,Atlanta Hawks,4,7
Golden State Warriors,12/23/16,2016,4,3,48,y,Driving Layup Shot,2PT Field Goal,0,Detroit Pistons,-1,3
Golden State Warriors,1/20/17,2016,3,4,10,n,Driving Layup Shot,2PT Field Goal,2,Houston Rockets,17,11
Golden State Warriors,12/23/16,2016,2,4,46,n,Driving Layup Shot,2PT Field Goal,0,Detroit Pistons,-2,-1
Golden State Warriors,1/18/17,2016,1,7,8,y,Driving Layup Shot,2PT Field Goal,2,Oklahoma City Thunder,-1,26
Golden State Warriors,3/2/17,2016,1,0,21,y,Driving Layup Shot,2PT Field Goal,0,Chicago Bulls,8,5
Golden State Warriors,3/26/17,2016,2,1,44,y,Driving Layup Shot,2PT Field Goal,1,Memphis Grizzlies,2,18
Golden State Warriors,1/18/17,2016,1,2,51,y,Driving Layup Shot,2PT Field Goal,2,Oklahoma City Thunder,-11,26
Golden State Warriors,2/10/17,2016,3,4,40,y,Driving Layup Shot,2PT Field Goal,0,Memphis Grizzlies,4,2
Golden State Warriors,3/2/17,2016,4,7,41,y,Driving Layup Shot,2PT Field Goal,1,Chicago Bulls,-14,2
Golden State Warriors,2/1/17,2016,3,6,17,y,Driving Layup Shot,2PT Field Goal,1,Charlotte Hornets,-7,11
Golden State Warriors,2/11/17,2016,3,6,48,y,Driving Layup Shot,2PT Field Goal,2,Oklahoma City Thunder,28,0
Golden State Warriors,2/13/17,2016,3,4,42,n,Driving Layup Shot,2PT Field Goal,2,Denver Nuggets,-29,-1
Golden State Warriors,10/30/16,2016,1,4,2,n,Driving Layup Shot,2PT Field Goal,2,Phoenix Suns,19,7
Golden State Warriors,2/8/17,2016,2,1,20,n,Driving Layup Shot,2PT Field Goal,2,Chicago Bulls,0,21
Golden State Warriors,12/30/16,2016,1,2,6,n,Driving Layup Shot,2PT Field Goal,2,Dallas Mavericks,-20,19
Golden State Warriors,2/28/17,2016,3,1,45,y,Driving Layup Shot,2PT Field Goal,1,Washington Wizards,15,7
Golden State Warriors,2/11/17,2016,3,2,5,y,Driving Layup Shot,2PT Field Goal,0,Oklahoma City Thunder,0,7
Golden State Warriors,1/22/17,2016,1,0,0,n,Driving Layup Shot,2PT Field Goal,1,Orlando Magic,-12,8
Golden State Warriors,10/25/16,2016,3,1,16,y,Driving Layup Shot,2PT Field Goal,1,San Antonio Spurs,9,13
Golden State Warriors,2/4/17,2016,1,2,7,y,Driving Layup Shot,2PT Field Goal,3,Sacramento Kings,-20,28
Golden State Warriors,1/8/17,2016,3,1,59,y,Driving Layup Shot,2PT Field Goal,2,Sacramento Kings,24,8
Golden State Warriors,3/2/17,2016,4,6,46,y,Driving Layup Shot,2PT Field Goal,1,Chicago Bulls,14,3
Golden State Warriors,3/20/17,2016,1,1,29,n,Driving Layup Shot,2PT Field Goal,0,Oklahoma City Thunder,-4,3
Golden State Warriors,10/25/16,2016,2,3,34,y,Driving Layup Shot,2PT Field Goal,0,San Antonio Spurs,-1,7
Golden State Warriors,12/11/16,2016,3,10,22,n,Driving Layup Shot,2PT Field Goal,1,Minnesota Timberwolves,12,7
Golden State Warriors,12/11/16,2016,1,1,14,y,Driving Layup Shot,2PT Field Goal,2,Minnesota Timberwolves,6,21
Golden State Warriors,3/18/17,2016,2,0,38,y,Driving Layup Shot,2PT Field Goal,1,Milwaukee Bucks,1,13
Golden State Warriors,2/27/17,2016,3,8,3,n,Driving Layup Shot,2PT Field Goal,1,Philadelphia 76ers,19,2
Golden State Warriors,12/15/16,2016,2,7,40,n,Driving Layup Shot,2PT Field Goal,1,New York Knicks,9,8
Golden State Warriors,11/13/16,2016,2,2,6,y,Driving Layup Shot,2PT Field Goal,2,Phoenix Suns,0,21
Golden State Warriors,2/27/17,2016,4,3,42,y,Driving Layup Shot,2PT Field Goal,1,Philadelphia 76ers,-9,16
Golden State Warriors,2/27/17,2016,2,4,51,y,Driving Layup Shot,2PT Field Goal,1,Philadelphia 76ers,10,11
Golden State Warriors,2/4/17,2016,2,1,36,y,Driving Layup Shot,2PT Field Goal,2,Sacramento Kings,28,2
Golden State Warriors,11/26/16,2016,3,1,48,y,Driving Layup Shot,2PT Field Goal,2,Minnesota Timberwolves,9,18
Golden State Warriors,3/2/17,2016,4,1,27,n,Driving Layup Shot,2PT Field Goal,2,Chicago Bulls,9,21
Golden State Warriors,3/2/17,2016,2,2,38,y,Driving Layup Shot,2PT Field Goal,0,Chicago Bulls,9,3
Golden State Warriors,1/28/17,2016,3,9,46,y,Driving Layup Shot,2PT Field Goal,1,Los Angeles Clippers,9,7
Golden State Warriors,3/29/17,2016,4,2,8,y,Driving Layup Shot,2PT Field Goal,1,San Antonio Spurs,-6,8
Golden State Warriors,1/25/17,2016,4,4,48,y,Driving Layup Shot,2PT Field Goal,1,Charlotte Hornets,-12,3
Golden State Warriors,1/25/17,2016,1,5,29,y,Driving Layup Shot,2PT Field Goal,1,Charlotte Hornets,-14,7
Golden State Warriors,1/6/17,2016,1,3,33,y,Driving Layup Shot,2PT Field Goal,2,Memphis Grizzlies,14,23
Golden State Warriors,12/7/16,2016,1,2,10,y,Driving Layup Shot,2PT Field Goal,2,Los Angeles Clippers,20,18
Golden State Warriors,1/28/17,2016,2,4,40,n,Driving Layup Shot,2PT Field Goal,2,Los Angeles Clippers,20,16
Golden State Warriors,3/5/17,2016,3,1,23,y,Driving Layup Shot,2PT Field Goal,0,New York Knicks,-6,3
Golden State Warriors,10/25/16,2016,3,3,35,y,Driving Reverse Layup Shot,2PT Field Goal,0,San Antonio Spurs,8,5
Golden State Warriors,2/25/17,2016,4,4,45,n,Driving Reverse Layup Shot,2PT Field Goal,3,Brooklyn Nets,2,31
Golden State Warriors,12/3/16,2016,2,0,28,y,Driving Reverse Layup Shot,2PT Field Goal,1,Phoenix Suns,10,13
Golden State Warriors,3/18/17,2016,3,5,16,n,Driving Reverse Layup Shot,2PT Field Goal,1,Milwaukee Bucks,-11,7
Golden State Warriors,12/28/16,2016,4,5,24,y,Driving Reverse Layup Shot,2PT Field Goal,1,Toronto Raptors,-12,11
Golden State Warriors,11/3/16,2016,3,2,58,y,Driving Reverse Layup Shot,2PT Field Goal,1,Oklahoma City Thunder,-9,16
Golden State Warriors,11/3/16,2016,1,9,54,y,Driving Reverse Layup Shot,2PT Field Goal,1,Oklahoma City Thunder,-6,11
Golden State Warriors,1/6/17,2016,1,5,35,y,Driving Reverse Layup Shot,2PT Field Goal,1,Memphis Grizzlies,10,11
Golden State Warriors,3/2/17,2016,3,11,22,n,Driving Reverse Layup Shot,2PT Field Goal,2,Chicago Bulls,24,11
Golden State Warriors,1/20/17,2016,1,10,37,y,Driving Reverse Layup Shot,2PT Field Goal,1,Houston Rockets,15,11
Golden State Warriors,1/25/17,2016,3,1,45,y,Driving Reverse Layup Shot,2PT Field Goal,0,Charlotte Hornets,-7,0
Golden State Warriors,1/22/17,2016,1,4,18,y,Driving Reverse Layup Shot,2PT Field Goal,2,Orlando Magic,28,7
Golden State Warriors,3/6/17,2016,4,1,59,y,Driving Reverse Layup Shot,2PT Field Goal,1,Atlanta Hawks,19,2
Golden State Warriors,3/16/17,2016,3,3,14,y,Driving Reverse Layup Shot,2PT Field Goal,1,Orlando Magic,-7,13
Golden State Warriors,1/18/17,2016,4,2,13,y,Driving Reverse Layup Shot,2PT Field Goal,1,Oklahoma City Thunder,-2,13
Golden State Warriors,11/13/16,2016,1,1,48,n,Driving Reverse Layup Shot,2PT Field Goal,2,Phoenix Suns,-7,21
Golden State Warriors,1/2/17,2016,3,3,6,y,Driving Reverse Layup Shot,2PT Field Goal,1,Denver Nuggets,1,18
Golden State Warriors,1/4/17,2016,3,8,18,y,Driving Reverse Layup Shot,2PT Field Goal,0,Portland Trail Blazers,9,2
Golden State Warriors,11/16/16,2016,1,5,11,y,Driving Reverse Layup Shot,2PT Field Goal,3,Toronto Raptors,-34,8
Golden State Warriors,1/28/17,2016,1,0,33,y,Driving Reverse Layup Shot,2PT Field Goal,0,Los Angeles Clippers,-4,2
Golden State Warriors,3/14/17,2016,3,6,0,n,Driving Reverse Layup Shot,2PT Field Goal,1,Philadelphia 76ers,9,7
Golden State Warriors,11/23/16,2016,3,3,49,n,Driving Reverse Layup Shot,2PT Field Goal,2,Los Angeles Lakers,17,21
Golden State Warriors,1/18/17,2016,3,4,21,y,Driving Reverse Layup Shot,2PT Field Goal,0,Oklahoma City Thunder,-2,3
Golden State Warriors,3/29/17,2016,3,0,8,y,Dunk Shot,2PT Field Goal,0,San Antonio Spurs,0,1
Golden State Warriors,11/1/16,2016,2,1,23,n,Fadeaway Jump Shot,2PT Field Goal,21,Portland Trail Blazers,-125,174
Golden State Warriors,12/8/16,2016,3,9,21,n,Fadeaway Jump Shot,2PT Field Goal,8,Utah Jazz,-81,11
Golden State Warriors,12/22/16,2016,1,4,50,y,Fadeaway Jump Shot,2PT Field Goal,14,Brooklyn Nets,-140,36
Golden State Warriors,3/28/17,2016,1,7,28,n,Fadeaway Jump Shot,2PT Field Goal,8,Houston Rockets,1,80
Golden State Warriors,11/18/16,2016,4,1,13,y,Fadeaway Jump Shot,3PT Field Goal,23,Boston Celtics,233,57
Golden State Warriors,11/3/16,2016,3,6,1,y,Fadeaway Jump Shot,3PT Field Goal,26,Oklahoma City Thunder,218,144
Golden State Warriors,3/18/17,2016,1,0,3,y,Fadeaway Jump Shot,3PT Field Goal,26,Milwaukee Bucks,-223,139
Golden State Warriors,11/10/16,2016,3,3,25,y,Fadeaway Jump Shot,3PT Field Goal,28,Denver Nuggets,-205,195
Golden State Warriors,3/24/17,2016,3,9,49,y,Finger Roll Layup Shot,2PT Field Goal,2,Sacramento Kings,-22,18
Golden State Warriors,1/16/17,2016,1,11,41,y,Finger Roll Layup Shot,2PT Field Goal,2,Cleveland Cavaliers,-20,16
Golden State Warriors,12/11/16,2016,2,0,19,y,Finger Roll Layup Shot,2PT Field Goal,1,Minnesota Timberwolves,-11,16
Golden State Warriors,12/8/16,2016,1,3,55,y,Floating Jump shot,2PT Field Goal,20,Utah Jazz,-102,178
Golden State Warriors,3/20/17,2016,2,5,18,n,Floating Jump shot,2PT Field Goal,4,Oklahoma City Thunder,1,41
Golden State Warriors,12/1/16,2016,1,10,48,y,Floating Jump shot,2PT Field Goal,12,Houston Rockets,-45,115
Golden State Warriors,3/2/17,2016,4,6,4,y,Floating Jump shot,2PT Field Goal,18,Chicago Bulls,-186,-1
Golden State Warriors,11/13/16,2016,3,0,7,n,Floating Jump shot,2PT Field Goal,10,Phoenix Suns,33,101
Golden State Warriors,10/30/16,2016,1,8,55,y,Floating Jump shot,2PT Field Goal,7,Phoenix Suns,58,47
Golden State Warriors,11/3/16,2016,3,5,29,n,Floating Jump shot,2PT Field Goal,4,Oklahoma City Thunder,-34,36
Golden State Warriors,4/4/17,2016,3,2,52,n,Floating Jump shot,2PT Field Goal,21,Minnesota Timberwolves,-156,143
Golden State Warriors,2/2/17,2016,2,0,44,n,Floating Jump shot,2PT Field Goal,9,Los Angeles Clippers,14,92
Golden State Warriors,3/14/17,2016,3,4,46,n,Floating Jump shot,2PT Field Goal,9,Philadelphia 76ers,-1,97
Golden State Warriors,12/17/16,2016,2,5,32,n,Floating Jump shot,2PT Field Goal,7,Portland Trail Blazers,-9,70
Golden State Warriors,3/16/17,2016,3,7,55,y,Floating Jump shot,2PT Field Goal,5,Orlando Magic,0,51
Golden State Warriors,11/23/16,2016,1,3,19,y,Floating Jump shot,2PT Field Goal,4,Los Angeles Lakers,-34,36
Golden State Warriors,12/3/16,2016,3,0,2,n,Floating Jump shot,2PT Field Goal,9,Phoenix Suns,93,34
Golden State Warriors,3/24/17,2016,1,8,36,y,Floating Jump shot,2PT Field Goal,15,Sacramento Kings,-17,159
Golden State Warriors,1/4/17,2016,3,11,15,n,Floating Jump shot,2PT Field Goal,18,Portland Trail Blazers,87,159
Golden State Warriors,11/19/16,2016,1,5,25,y,Floating Jump shot,2PT Field Goal,9,Milwaukee Bucks,74,62
Golden State Warriors,1/4/17,2016,3,4,25,y,Floating Jump shot,2PT Field Goal,8,Portland Trail Blazers,-1,82
Golden State Warriors,11/19/16,2016,1,3,12,n,Floating Jump shot,2PT Field Goal,5,Milwaukee Bucks,50,7
Golden State Warriors,1/4/17,2016,2,3,21,y,Floating Jump shot,2PT Field Goal,6,Portland Trail Blazers,-14,61
Golden State Warriors,11/26/16,2016,1,3,14,y,Floating Jump shot,2PT Field Goal,9,Minnesota Timberwolves,96,21
Golden State Warriors,11/26/16,2016,3,2,55,y,Floating Jump shot,2PT Field Goal,8,Minnesota Timberwolves,4,85
Golden State Warriors,2/23/17,2016,2,3,27,n,Floating Jump shot,2PT Field Goal,6,Los Angeles Clippers,-14,65
Golden State Warriors,3/6/17,2016,3,6,16,n,Floating Jump shot,2PT Field Goal,8,Atlanta Hawks,-86,26
Golden State Warriors,11/26/16,2016,1,8,14,y,Floating Jump shot,2PT Field Goal,14,Minnesota Timberwolves,-73,129
Golden State Warriors,11/9/16,2016,4,9,34,y,Floating Jump shot,2PT Field Goal,13,Dallas Mavericks,89,105
Golden State Warriors,1/6/17,2016,3,0,4,y,Floating Jump shot,2PT Field Goal,13,Memphis Grizzlies,59,121
Golden State Warriors,1/8/17,2016,1,6,8,n,Floating Jump shot,2PT Field Goal,9,Sacramento Kings,66,65
Golden State Warriors,11/7/16,2016,4,1,28,n,Floating Jump shot,2PT Field Goal,5,New Orleans Pelicans,-1,57
Golden State Warriors,12/5/16,2016,1,1,41,n,Floating Jump shot,2PT Field Goal,4,Indiana Pacers,-27,36
