team_name,game_date,season,period,minutes_remaining,seconds_remaining,shot_made_flag,action_type,shot_type,shot_distance,opponent,x,y
Golden State Warriors,11/7/16,2016,4,5,17,y,Driving Bank shot,2PT Field Goal,7,New Orleans Pelicans,12,77
Golden State Warriors,4/4/17,2016,2,4,56,y,Driving Dunk Shot,2PT Field Goal,0,Minnesota Timberwolves,0,1
Golden State Warriors,2/28/17,2016,2,4,16,y,Driving Dunk Shot,2PT Field Goal,0,Washington Wizards,0,1
Golden State Warriors,1/2/17,2016,2,3,42,y,Driving Dunk Shot,2PT Field Goal,0,Denver Nuggets,0,1
Golden State Warriors,12/1/16,2016,4,4,7,y,Driving Dunk Shot,2PT Field Goal,0,Houston Rockets,0,1
Golden State Warriors,2/11/17,2016,4,10,15,n,Driving Dunk Shot,2PT Field Goal,0,Oklahoma City Thunder,0,1
Golden State Warriors,2/10/17,2016,4,10,11,n,Driving Dunk Shot,2PT Field Goal,0,Memphis Grizzlies,4,2
Golden State Warriors,3/18/17,2016,2,4,43,y,Driving Dunk Shot,2PT Field Goal,0,Milwaukee Bucks,0,1
Golden State Warriors,2/8/17,2016,2,0,8,y,Driving Dunk Shot,2PT Field Goal,0,Chicago Bulls,0,1
Golden State Warriors,3/16/17,2016,2,8,57,y,Driving Dunk Shot,2PT Field Goal,0,Orlando Magic,0,1
Golden State Warriors,3/31/17,2016,1,7,7,y,Driving Dunk Shot,2PT Field Goal,0,Houston Rockets,0,1
Golden State Warriors,2/27/17,2016,3,11,44,n,Driving Dunk Shot,2PT Field Goal,0,Philadelphia 76ers,0,1
Golden State Warriors,2/23/17,2016,4,11,43,y,Driving Dunk Shot,2PT Field Goal,0,Los Angeles Clippers,0,1
Golden State Warriors,11/28/16,2016,1,5,32,y,Driving Dunk Shot,2PT Field Goal,0,Atlanta Hawks,0,1
Golden State Warriors,12/25/16,2016,3,2,59,y,Driving Dunk Shot,2PT Field Goal,0,Cleveland Cavaliers,0,1
Golden State Warriors,1/18/17,2016,4,3,20,y,Driving Dunk Shot,2PT Field Goal,0,Oklahoma City Thunder,0,1
Golden State Warriors,1/16/17,2016,4,6,59,n,Driving Dunk Shot,2PT Field Goal,0,Cleveland Cavaliers,0,1
Golden State Warriors,12/30/16,2016,3,5,17,y,Driving Dunk Shot,2PT Field Goal,0,Dallas Mavericks,0,1
Golden State Warriors,3/29/17,2016,1,11,21,n,Driving Finger Roll Layup Shot,2PT Field Goal,0,San Antonio Spurs,6,-1
Golden State Warriors,4/4/17,2016,2,0,48,y,Driving Finger Roll Layup Shot,2PT Field Goal,2,Minnesota Timberwolves,-7,21
Golden State Warriors,2/28/17,2016,3,10,29,y,Driving Finger Roll Layup Shot,2PT Field Goal,0,Washington Wizards,6,2
Golden State Warriors,11/7/16,2016,1,11,45,n,Driving Floating Jump Shot,2PT Field Goal,3,New Orleans Pelicans,22,31
Golden State Warriors,11/16/16,2016,1,10,11,y,Driving Floating Jump Shot,2PT Field Goal,4,Toronto Raptors,32,38
Golden State Warriors,10/30/16,2016,2,2,2,n,Driving Floating Jump Shot,2PT Field Goal,5,Phoenix Suns,42,36
Golden State Warriors,3/28/17,2016,4,4,11,y,Driving Floating Jump Shot,2PT Field Goal,9,Houston Rockets,19,90
Golden State Warriors,3/2/17,2016,3,6,57,y,Driving Floating Jump Shot,2PT Field Goal,11,Chicago Bulls,19,111
Golden State Warriors,2/11/17,2016,3,0,25,n,Driving Floating Jump Shot,2PT Field Goal,7,Oklahoma City Thunder,-9,70
Golden State Warriors,11/18/16,2016,3,4,18,n,Driving Floating Jump Shot,2PT Field Goal,12,Boston Celtics,-119,21
Golden State Warriors,12/15/16,2016,3,7,58,n,Driving Floating Jump Shot,2PT Field Goal,5,New York Knicks,-11,56
Golden State Warriors,4/4/17,2016,1,6,12,n,Driving Floating Jump Shot,2PT Field Goal,6,Minnesota Timberwolves,-9,67
Golden State Warriors,11/16/16,2016,4,2,50,n,Driving Floating Jump Shot,2PT Field Goal,5,Toronto Raptors,-14,56
Golden State Warriors,11/13/16,2016,1,4,17,y,Driving Floating Jump Shot,2PT Field Goal,8,Phoenix Suns,4,82
Golden State Warriors,10/30/16,2016,4,8,17,n,Driving Floating Jump Shot,2PT Field Goal,5,Phoenix Suns,10,51
Golden State Warriors,12/25/16,2016,4,3,49,y,Driving Floating Jump Shot,2PT Field Goal,7,Cleveland Cavaliers,-58,41
Golden State Warriors,11/16/16,2016,3,3,56,n,Driving Hook Shot,2PT Field Goal,5,Toronto Raptors,-29,51
Golden State Warriors,11/10/16,2016,3,0,44,n,Driving Hook Shot,2PT Field Goal,2,Denver Nuggets,1,26
Golden State Warriors,3/16/17,2016,2,0,26,y,Driving Hook Shot,2PT Field Goal,8,Orlando Magic,4,80
Golden State Warriors,3/24/17,2016,3,11,34,y,Driving Layup Shot,2PT Field Goal,2,Sacramento Kings,-19,23
Golden State Warriors,12/1/16,2016,1,6,5,y,Driving Layup Shot,2PT Field Goal,2,Houston Rockets,6,21
Golden State Warriors,1/16/17,2016,2,11,34,y,Driving Layup Shot,2PT Field Goal,1,Cleveland Cavaliers,2,13
Golden State Warriors,3/18/17,2016,4,5,47,n,Driving Layup Shot,2PT Field Goal,2,Milwaukee Bucks,-12,21
Golden State Warriors,3/2/17,2016,3,1,25,y,Driving Layup Shot,2PT Field Goal,0,Chicago Bulls,2,7
Golden State Warriors,2/11/17,2016,2,2,29,n,Driving Layup Shot,2PT Field Goal,2,Oklahoma City Thunder,28,3
Golden State Warriors,11/21/16,2016,3,9,15,y,Driving Layup Shot,2PT Field Goal,2,Indiana Pacers,12,16
Golden State Warriors,3/2/17,2016,1,0,56,n,Driving Layup Shot,2PT Field Goal,2,Chicago Bulls,22,16
Golden State Warriors,2/11/17,2016,4,4,44,n,Driving Layup Shot,2PT Field Goal,0,Oklahoma City Thunder,1,-6
Golden State Warriors,2/13/17,2016,2,8,53,n,Driving Layup Shot,2PT Field Goal,2,Denver Nuggets,22,16
Golden State Warriors,3/6/17,2016,1,9,57,y,Driving Layup Shot,2PT Field Goal,2,Atlanta Hawks,19,7
Golden State Warriors,10/25/16,2016,1,2,58,y,Driving Layup Shot,2PT Field Goal,1,San Antonio Spurs,-16,11
Golden State Warriors,1/8/17,2016,4,10,40,y,Driving Layup Shot,2PT Field Goal,1,Sacramento Kings,10,11
Golden State Warriors,3/28/17,2016,3,10,52,y,Driving Layup Shot,2PT Field Goal,2,Houston Rockets,20,7
Golden State Warriors,1/6/17,2016,4,6,47,n,Driving Layup Shot,2PT Field Goal,2,Memphis Grizzlies,-17,21
Golden State Warriors,1/29/17,2016,4,2,50,n,Driving Layup Shot,2PT Field Goal,2,Portland Trail Blazers,25,13
Golden State Warriors,11/28/16,2016,4,6,55,n,Driving Layup Shot,2PT Field Goal,1,Atlanta Hawks,6,13
Golden State Warriors,2/1/17,2016,2,1,47,y,Driving Layup Shot,2PT Field Goal,1,Charlotte Hornets,1,11
Golden State Warriors,12/8/16,2016,1,9,37,n,Driving Layup Shot,2PT Field Goal,2,Utah Jazz,27,7
Golden State Warriors,11/18/16,2016,4,1,29,n,Driving Layup Shot,2PT Field Goal,1,Boston Celtics,-14,11
Golden State Warriors,12/1/16,2016,2,2,17,y,Driving Layup Shot,2PT Field Goal,1,Houston Rockets,10,7
Golden State Warriors,11/16/16,2016,2,0,31,n,Driving Layup Shot,2PT Field Goal,2,Toronto Raptors,-20,18
Golden State Warriors,3/14/17,2016,4,3,7,n,Driving Layup Shot,2PT Field Goal,1,Philadelphia 76ers,14,13
Golden State Warriors,11/4/16,2016,4,6,35,n,Driving Layup Shot,2PT Field Goal,2,Los Angeles Lakers,0,21
Golden State Warriors,12/8/16,2016,3,4,27,n,Driving Layup Shot,2PT Field Goal,3,Utah Jazz,32,8
Golden State Warriors,3/5/17,2016,2,1,34,y,Driving Layup Shot,2PT Field Goal,1,New York Knicks,10,-1
Golden State Warriors,10/30/16,2016,3,10,51,n,Driving Layup Shot,2PT Field Goal,1,Phoenix Suns,4,16
Golden State Warriors,3/14/17,2016,2,4,45,y,Driving Layup Shot,2PT Field Goal,0,Philadelphia 76ers,2,8
Golden State Warriors,1/20/17,2016,3,11,51,y,Driving Layup Shot,2PT Field Goal,3,Houston Rockets,-38,11
Golden State Warriors,3/16/17,2016,3,7,26,y,Driving Layup Shot,2PT Field Goal,0,Orlando Magic,1,3
Golden State Warriors,3/5/17,2016,4,10,8,y,Driving Layup Shot,2PT Field Goal,1,New York Knicks,-19,3
Golden State Warriors,12/30/16,2016,2,4,8,y,Driving Layup Shot,2PT Field Goal,0,Dallas Mavericks,4,3
Golden State Warriors,3/2/17,2016,1,8,54,n,Driving Layup Shot,2PT Field Goal,2,Chicago Bulls,-27,11
Golden State Warriors,12/23/16,2016,4,1,31,y,Dunk Shot,2PT Field Goal,0,Detroit Pistons,0,1
Golden State Warriors,12/7/16,2016,3,7,7,y,Dunk Shot,2PT Field Goal,0,Los Angeles Clippers,0,1
Golden State Warriors,2/4/17,2016,4,11,23,y,Dunk Shot,2PT Field Goal,0,Sacramento Kings,0,1
Golden State Warriors,3/28/17,2016,2,2,7,y,Dunk Shot,2PT Field Goal,0,Houston Rockets,0,1
Golden State Warriors,1/28/17,2016,2,2,1,y,Dunk Shot,2PT Field Goal,0,Los Angeles Clippers,0,1
Golden State Warriors,12/25/16,2016,4,6,31,y,Dunk Shot,2PT Field Goal,0,Cleveland Cavaliers,0,1
Golden State Warriors,1/18/17,2016,3,9,57,y,Dunk Shot,2PT Field Goal,0,Oklahoma City Thunder,0,1
Golden State Warriors,11/25/16,2016,3,7,16,y,Dunk Shot,2PT Field Goal,0,Los Angeles Lakers,0,1
Golden State Warriors,11/9/16,2016,2,2,53,n,Fadeaway Bank shot,2PT Field Goal,14,Dallas Mavericks,128,72
Golden State Warriors,1/20/17,2016,4,11,26,n,Fadeaway Jump Shot,2PT Field Goal,10,Houston Rockets,105,3
Golden State Warriors,2/25/17,2016,3,11,44,n,Fadeaway Jump Shot,2PT Field Goal,17,Brooklyn Nets,128,121
Golden State Warriors,2/23/17,2016,1,11,9,n,Fadeaway Jump Shot,2PT Field Goal,8,Los Angeles Clippers,-73,46
Golden State Warriors,11/4/16,2016,2,5,22,y,Finger Roll Layup Shot,2PT Field Goal,1,Los Angeles Lakers,-15,1
Golden State Warriors,12/25/16,2016,3,6,29,y,Finger Roll Layup Shot,2PT Field Goal,0,Cleveland Cavaliers,-4,-5
Golden State Warriors,12/20/16,2016,2,4,40,y,Floating Jump shot,2PT Field Goal,12,Utah Jazz,2,120
Golden State Warriors,11/9/16,2016,1,11,39,n,Floating Jump shot,2PT Field Goal,9,Dallas Mavericks,-1,97
Golden State Warriors,1/28/17,2016,2,10,35,n,Floating Jump shot,2PT Field Goal,10,Los Angeles Clippers,6,105
Golden State Warriors,3/6/17,2016,3,4,54,n,Floating Jump shot,2PT Field Goal,3,Atlanta Hawks,33,13
Golden State Warriors,3/26/17,2016,3,0,33,n,Floating Jump shot,2PT Field Goal,10,Memphis Grizzlies,-91,51
Golden State Warriors,3/24/17,2016,2,1,56,y,Floating Jump shot,2PT Field Goal,6,Sacramento Kings,2,65
Golden State Warriors,1/6/17,2016,2,5,52,y,Floating Jump shot,2PT Field Goal,12,Memphis Grizzlies,91,90
Golden State Warriors,10/25/16,2016,2,7,22,n,Floating Jump shot,2PT Field Goal,6,San Antonio Spurs,-1,61
Golden State Warriors,11/28/16,2016,3,6,33,n,Floating Jump shot,2PT Field Goal,4,Atlanta Hawks,-1,47
Golden State Warriors,11/7/16,2016,4,3,51,n,Floating Jump shot,2PT Field Goal,9,New Orleans Pelicans,89,39
Golden State Warriors,11/16/16,2016,4,4,1,n,Floating Jump shot,2PT Field Goal,6,Toronto Raptors,9,61
Golden State Warriors,12/1/16,2016,4,7,5,n,Floating Jump shot,2PT Field Goal,10,Houston Rockets,-63,90
Golden State Warriors,3/31/17,2016,1,6,16,n,Floating Jump shot,2PT Field Goal,12,Houston Rockets,46,111
Golden State Warriors,3/20/17,2016,1,11,9,n,Floating Jump shot,2PT Field Goal,15,Oklahoma City Thunder,-155,-11
Golden State Warriors,11/13/16,2016,1,6,37,n,Floating Jump shot,2PT Field Goal,14,Phoenix Suns,2,144
Golden State Warriors,11/18/16,2016,1,1,31,n,Floating Jump shot,2PT Field Goal,8,Boston Celtics,-6,82
Golden State Warriors,11/4/16,2016,2,5,54,y,Hook Shot,2PT Field Goal,6,Los Angeles Lakers,-59,32
Golden State Warriors,3/31/17,2016,3,11,7,n,Jump Bank Shot,2PT Field Goal,3,Houston Rockets,4,36
Golden State Warriors,12/3/16,2016,1,9,30,y,Jump Bank Shot,2PT Field Goal,10,Phoenix Suns,-101,41
Golden State Warriors,11/16/16,2016,4,6,23,n,Jump Bank Shot,3PT Field Goal,26,Toronto Raptors,-2,262
Golden State Warriors,3/29/17,2016,3,0,41,y,Jump Bank Shot,2PT Field Goal,4,San Antonio Spurs,-45,3
Golden State Warriors,2/27/17,2016,4,6,26,y,Jump Shot,3PT Field Goal,24,Philadelphia 76ers,-241,-6
Golden State Warriors,3/31/17,2016,4,1,37,n,Jump Shot,2PT Field Goal,10,Houston Rockets,94,36
Golden State Warriors,3/31/17,2016,1,3,5,n,Jump Shot,2PT Field Goal,17,Houston Rockets,107,134
Golden State Warriors,3/31/17,2016,4,4,51,n,Jump Shot,3PT Field Goal,26,Houston Rockets,-27,262
Golden State Warriors,3/31/17,2016,3,11,28,n,Jump Shot,3PT Field Goal,27,Houston Rockets,69,262
Golden State Warriors,3/31/17,2016,4,0,50,n,Jump Shot,2PT Field Goal,6,Houston Rockets,-48,47
Golden State Warriors,3/31/17,2016,3,0,33,n,Jump Shot,3PT Field Goal,26,Houston Rockets,78,254
Golden State Warriors,3/29/17,2016,1,8,11,n,Jump Shot,3PT Field Goal,25,San Antonio Spurs,79,247
Golden State Warriors,3/28/17,2016,4,1,12,n,Jump Shot,3PT Field Goal,24,Houston Rockets,51,242
Golden State Warriors,3/28/17,2016,3,4,1,n,Jump Shot,3PT Field Goal,24,Houston Rockets,181,169
Golden State Warriors,3/28/17,2016,1,1,36,n,Jump Shot,3PT Field Goal,24,Houston Rockets,92,232
Golden State Warriors,3/28/17,2016,2,5,59,n,Jump Shot,3PT Field Goal,24,Houston Rockets,107,224
Golden State Warriors,3/28/17,2016,2,0,3,n,Jump Shot,3PT Field Goal,34,Houston Rockets,-78,331
Golden State Warriors,3/28/17,2016,1,6,9,y,Jump Shot,3PT Field Goal,25,Houston Rockets,138,210
Golden State Warriors,3/28/17,2016,4,2,14,y,Jump Shot,2PT Field Goal,16,Houston Rockets,-161,38
Golden State Warriors,3/26/17,2016,1,8,20,n,Jump Shot,3PT Field Goal,26,Memphis Grizzlies,-125,237
Golden State Warriors,3/26/17,2016,4,1,17,n,Jump Shot,2PT Field Goal,5,Memphis Grizzlies,37,41
Golden State Warriors,3/24/17,2016,1,0,0,n,Jump Shot,2PT Field Goal,6,Sacramento Kings,-11,65
Golden State Warriors,3/24/17,2016,3,9,54,n,Jump Shot,3PT Field Goal,26,Sacramento Kings,22,262
Golden State Warriors,3/24/17,2016,4,7,13,n,Jump Shot,3PT Field Goal,27,Sacramento Kings,-187,200
Golden State Warriors,3/24/17,2016,1,10,24,n,Jump Shot,3PT Field Goal,25,Sacramento Kings,-1,259
Golden State Warriors,3/24/17,2016,3,0,6,n,Jump Shot,3PT Field Goal,25,Sacramento Kings,-19,257
Golden State Warriors,3/21/17,2016,1,1,54,y,Jump Shot,3PT Field Goal,24,Dallas Mavericks,66,232
Golden State Warriors,3/21/17,2016,2,2,25,n,Jump Shot,2PT Field Goal,19,Dallas Mavericks,97,164
Golden State Warriors,3/21/17,2016,4,5,34,n,Jump Shot,3PT Field Goal,24,Dallas Mavericks,20,242
Golden State Warriors,3/21/17,2016,1,10,26,n,Jump Shot,3PT Field Goal,23,Dallas Mavericks,-160,178
Golden State Warriors,3/21/17,2016,3,9,24,n,Jump Shot,3PT Field Goal,23,Dallas Mavericks,96,219
Golden State Warriors,3/20/17,2016,1,8,49,n,Jump Shot,3PT Field Goal,24,Oklahoma City Thunder,69,232
Golden State Warriors,3/18/17,2016,1,6,20,n,Jump Shot,2PT Field Goal,12,Milwaukee Bucks,-60,105
Golden State Warriors,3/18/17,2016,1,8,19,n,Jump Shot,2PT Field Goal,10,Milwaukee Bucks,42,92
Golden State Warriors,3/16/17,2016,2,1,38,n,Jump Shot,3PT Field Goal,28,Orlando Magic,-158,242
Golden State Warriors,3/16/17,2016,1,9,44,n,Jump Shot,3PT Field Goal,26,Orlando Magic,-192,188
Golden State Warriors,3/14/17,2016,4,11,2,n,Jump Shot,2PT Field Goal,6,Philadelphia 76ers,-9,67
Golden State Warriors,3/14/17,2016,4,5,1,n,Jump Shot,2PT Field Goal,11,Philadelphia 76ers,61,95
Golden State Warriors,3/14/17,2016,1,7,46,n,Jump Shot,3PT Field Goal,26,Philadelphia 76ers,-153,214
Golden State Warriors,3/14/17,2016,3,1,13,n,Jump Shot,3PT Field Goal,25,Philadelphia 76ers,-107,229
Golden State Warriors,3/6/17,2016,4,11,12,n,Jump Shot,3PT Field Goal,25,Atlanta Hawks,-143,213
Golden State Warriors,3/6/17,2016,4,3,37,n,Jump Shot,3PT Field Goal,25,Atlanta Hawks,25,252
Golden State Warriors,3/6/17,2016,3,10,15,y,Jump Shot,3PT Field Goal,24,Atlanta Hawks,-14,242
Golden State Warriors,3/6/17,2016,3,9,45,n,Jump Shot,3PT Field Goal,23,Atlanta Hawks,32,237
Golden State Warriors,3/6/17,2016,1,11,7,y,Jump Shot,3PT Field Goal,24,Atlanta Hawks,-17,247
Golden State Warriors,3/5/17,2016,2,10,27,n,Jump Shot,3PT Field Goal,23,New York Knicks,210,111
Golden State Warriors,3/5/17,2016,4,8,23,n,Jump Shot,3PT Field Goal,24,New York Knicks,76,229
Golden State Warriors,3/5/17,2016,1,9,52,y,Jump Shot,3PT Field Goal,23,New York Knicks,-233,-31
Golden State Warriors,3/5/17,2016,3,9,8,n,Jump Shot,3PT Field Goal,25,New York Knicks,-176,178
Golden State Warriors,3/5/17,2016,1,5,48,n,Jump Shot,2PT Field Goal,8,New York Knicks,-60,67
Golden State Warriors,3/2/17,2016,3,8,35,n,Jump Shot,3PT Field Goal,27,Chicago Bulls,138,237
Golden State Warriors,3/2/17,2016,4,2,34,n,Jump Shot,3PT Field Goal,25,Chicago Bulls,141,213
Golden State Warriors,3/2/17,2016,2,1,37,y,Jump Shot,3PT Field Goal,24,Chicago Bulls,-19,242
Golden State Warriors,3/2/17,2016,3,9,36,y,Jump Shot,3PT Field Goal,25,Chicago Bulls,-37,252
Golden State Warriors,2/28/17,2016,2,7,50,n,Jump Shot,3PT Field Goal,29,Washington Wizards,-7,298
Golden State Warriors,2/28/17,2016,3,10,38,n,Jump Shot,2PT Field Goal,19,Washington Wizards,64,183
Golden State Warriors,2/28/17,2016,4,1,4,y,Jump Shot,3PT Field Goal,26,Washington Wizards,112,244
Golden State Warriors,2/28/17,2016,1,8,31,n,Jump Shot,2PT Field Goal,8,Washington Wizards,78,41
Golden State Warriors,2/28/17,2016,4,5,59,n,Jump Shot,2PT Field Goal,19,Washington Wizards,74,180
Golden State Warriors,2/28/17,2016,4,2,17,y,Jump Shot,3PT Field Goal,23,Washington Wizards,-232,26
Golden State Warriors,2/27/17,2016,1,6,7,n,Jump Shot,3PT Field Goal,25,Philadelphia 76ers,150,208
Golden State Warriors,2/27/17,2016,4,9,30,n,Jump Shot,3PT Field Goal,25,Philadelphia 76ers,-7,257
Golden State Warriors,4/4/17,2016,1,9,35,n,Jump Shot,3PT Field Goal,25,Minnesota Timberwolves,42,252
Golden State Warriors,2/27/17,2016,2,5,33,n,Jump Shot,2PT Field Goal,4,Philadelphia 76ers,-40,2
Golden State Warriors,2/25/17,2016,1,1,16,n,Jump Shot,2PT Field Goal,6,Brooklyn Nets,-45,41
Golden State Warriors,2/25/17,2016,4,11,39,n,Jump Shot,2PT Field Goal,9,Brooklyn Nets,-12,92
Golden State Warriors,2/25/17,2016,3,5,45,n,Jump Shot,3PT Field Goal,25,Brooklyn Nets,148,213
Golden State Warriors,2/25/17,2016,1,7,18,n,Jump Shot,2PT Field Goal,5,Brooklyn Nets,17,57
Golden State Warriors,2/25/17,2016,1,0,0,n,Jump Shot,3PT Field Goal,22,Brooklyn Nets,228,23
Golden State Warriors,2/15/17,2016,2,11,43,n,Jump Shot,2PT Field Goal,7,Sacramento Kings,-58,52
Golden State Warriors,2/15/17,2016,1,0,38,n,Jump Shot,3PT Field Goal,23,Sacramento Kings,232,11
Golden State Warriors,2/15/17,2016,1,1,4,n,Jump Shot,3PT Field Goal,26,Sacramento Kings,99,249
Golden State Warriors,2/13/17,2016,1,6,18,n,Jump Shot,3PT Field Goal,24,Denver Nuggets,-124,213
Golden State Warriors,2/13/17,2016,1,9,31,n,Jump Shot,3PT Field Goal,24,Denver Nuggets,-223,100
Golden State Warriors,2/11/17,2016,1,9,16,n,Jump Shot,3PT Field Goal,25,Oklahoma City Thunder,-122,223
Golden State Warriors,2/10/17,2016,1,0,1,n,Jump Shot,3PT Field Goal,27,Memphis Grizzlies,-129,242
Golden State Warriors,2/10/17,2016,3,2,25,n,Jump Shot,3PT Field Goal,25,Memphis Grizzlies,-45,252
Golden State Warriors,2/10/17,2016,4,9,59,n,Jump Shot,3PT Field Goal,25,Memphis Grizzlies,-88,242
