team_name,game_date,season,period,minutes_remaining,seconds_remaining,shot_made_flag,action_type,shot_type,shot_distance,opponent,x,y
Golden State Warriors,2/27/17,2016,2,1,54,y,Cutting Layup Shot,2PT Field Goal,2,Philadelphia 76ers,12,-21
Golden State Warriors,10/28/16,2016,3,8,25,y,Cutting Layup Shot,2PT Field Goal,2,New Orleans Pelicans,22,16
Golden State Warriors,12/17/16,2016,2,4,33,y,Driving Bank shot,2PT Field Goal,10,Portland Trail Blazers,-101,38
Golden State Warriors,11/23/16,2016,1,4,56,y,Driving Bank shot,2PT Field Goal,14,Los Angeles Lakers,94,106
Golden State Warriors,12/11/16,2016,2,3,20,y,Driving Bank shot,2PT Field Goal,5,Minnesota Timberwolves,-40,38
Golden State Warriors,2/4/17,2016,2,0,48,y,Driving Dunk Shot,2PT Field Goal,0,Sacramento Kings,0,1
Golden State Warriors,12/5/16,2016,3,8,23,y,Driving Finger Roll Layup Shot,2PT Field Goal,2,Indiana Pacers,19,7
Golden State Warriors,12/15/16,2016,2,1,55,y,Driving Finger Roll Layup Shot,2PT Field Goal,1,New York Knicks,-7,13
Golden State Warriors,10/30/16,2016,2,9,26,y,Driving Finger Roll Layup Shot,2PT Field Goal,0,Phoenix Suns,-1,8
Golden State Warriors,10/30/16,2016,2,4,3,y,Driving Finger Roll Layup Shot,2PT Field Goal,3,Phoenix Suns,-2,31
Golden State Warriors,2/1/17,2016,1,7,54,n,Driving Finger Roll Layup Shot,2PT Field Goal,1,Charlotte Hornets,6,18
Golden State Warriors,11/18/16,2016,2,0,14,y,Driving Finger Roll Layup Shot,2PT Field Goal,2,Boston Celtics,20,3
Golden State Warriors,2/27/17,2016,2,8,40,y,Driving Finger Roll Layup Shot,2PT Field Goal,0,Philadelphia 76ers,9,2
Golden State Warriors,1/6/17,2016,2,10,12,y,Driving Finger Roll Layup Shot,2PT Field Goal,2,Memphis Grizzlies,20,21
Golden State Warriors,10/28/16,2016,4,7,46,y,Driving Finger Roll Layup Shot,2PT Field Goal,2,New Orleans Pelicans,9,21
Golden State Warriors,12/3/16,2016,4,10,1,y,Driving Finger Roll Layup Shot,2PT Field Goal,1,Phoenix Suns,-4,11
Golden State Warriors,3/26/17,2016,3,4,36,y,Driving Finger Roll Layup Shot,2PT Field Goal,1,Memphis Grizzlies,12,11
Golden State Warriors,12/5/16,2016,1,5,7,y,Driving Finger Roll Layup Shot,2PT Field Goal,2,Indiana Pacers,6,21
Golden State Warriors,3/18/17,2016,2,11,35,y,Driving Finger Roll Layup Shot,2PT Field Goal,2,Milwaukee Bucks,20,11
Golden State Warriors,1/20/17,2016,2,10,19,y,Driving Floating Bank Jump Shot,2PT Field Goal,7,Houston Rockets,56,46
Golden State Warriors,12/15/16,2016,4,8,21,y,Driving Floating Jump Shot,2PT Field Goal,10,New York Knicks,-6,100
Golden State Warriors,1/4/17,2016,2,8,7,y,Driving Floating Jump Shot,2PT Field Goal,8,Portland Trail Blazers,-7,85
Golden State Warriors,1/29/17,2016,1,9,22,n,Driving Floating Jump Shot,2PT Field Goal,7,Portland Trail Blazers,63,46
Golden State Warriors,3/21/17,2016,1,11,43,n,Driving Floating Jump Shot,2PT Field Goal,9,Dallas Mavericks,-30,87
Golden State Warriors,1/20/17,2016,2,3,32,n,Driving Floating Jump Shot,2PT Field Goal,9,Houston Rockets,-4,90
Golden State Warriors,12/5/16,2016,1,6,57,y,Driving Floating Jump Shot,2PT Field Goal,9,Indiana Pacers,89,41
Golden State Warriors,11/16/16,2016,3,4,27,n,Driving Floating Jump Shot,2PT Field Goal,9,Toronto Raptors,42,90
Golden State Warriors,11/13/16,2016,2,10,42,y,Driving Floating Jump Shot,2PT Field Goal,4,Phoenix Suns,-9,47
Golden State Warriors,12/20/16,2016,2,0,49,y,Driving Floating Jump Shot,2PT Field Goal,7,Utah Jazz,-11,75
Golden State Warriors,11/18/16,2016,4,7,20,n,Driving Floating Jump Shot,2PT Field Goal,10,Boston Celtics,-50,90
Golden State Warriors,11/4/16,2016,1,8,38,y,Driving Layup Shot,2PT Field Goal,0,Los Angeles Lakers,0,-6
Golden State Warriors,2/2/17,2016,4,3,56,y,Driving Layup Shot,2PT Field Goal,1,Los Angeles Clippers,-14,7
Golden State Warriors,3/2/17,2016,2,7,18,n,Driving Layup Shot,2PT Field Goal,2,Chicago Bulls,-22,7
Golden State Warriors,3/2/17,2016,2,0,35,n,Driving Layup Shot,2PT Field Goal,2,Chicago Bulls,20,3
Golden State Warriors,2/15/17,2016,1,6,13,y,Driving Layup Shot,2PT Field Goal,2,Sacramento Kings,14,16
Golden State Warriors,12/17/16,2016,1,8,17,y,Driving Layup Shot,2PT Field Goal,1,Portland Trail Blazers,0,11
Golden State Warriors,12/17/16,2016,2,4,37,n,Driving Layup Shot,2PT Field Goal,1,Portland Trail Blazers,1,18
Golden State Warriors,3/2/17,2016,3,5,55,n,Driving Layup Shot,2PT Field Goal,1,Chicago Bulls,6,11
Golden State Warriors,12/25/16,2016,3,3,46,n,Driving Layup Shot,2PT Field Goal,0,Cleveland Cavaliers,1,7
Golden State Warriors,2/25/17,2016,1,8,40,y,Driving Layup Shot,2PT Field Goal,1,Brooklyn Nets,9,13
Golden State Warriors,1/28/17,2016,2,6,58,y,Driving Layup Shot,2PT Field Goal,1,Los Angeles Clippers,-9,7
Golden State Warriors,1/20/17,2016,1,4,31,y,Driving Layup Shot,2PT Field Goal,3,Houston Rockets,32,7
Golden State Warriors,11/16/16,2016,2,10,16,y,Driving Layup Shot,2PT Field Goal,2,Toronto Raptors,-19,16
Golden State Warriors,11/10/16,2016,4,8,36,y,Driving Layup Shot,2PT Field Goal,2,Denver Nuggets,25,-1
Golden State Warriors,10/25/16,2016,4,7,46,y,Driving Layup Shot,2PT Field Goal,1,San Antonio Spurs,9,11
Golden State Warriors,11/18/16,2016,1,6,26,n,Driving Layup Shot,2PT Field Goal,2,Boston Celtics,-17,16
Golden State Warriors,1/28/17,2016,2,5,43,y,Driving Layup Shot,2PT Field Goal,1,Los Angeles Clippers,1,11
Golden State Warriors,12/17/16,2016,1,5,39,y,Driving Layup Shot,2PT Field Goal,0,Portland Trail Blazers,-1,8
Golden State Warriors,12/1/16,2016,4,5,22,n,Driving Layup Shot,2PT Field Goal,1,Houston Rockets,12,11
Golden State Warriors,1/16/17,2016,3,8,54,n,Driving Layup Shot,2PT Field Goal,2,Cleveland Cavaliers,20,21
Golden State Warriors,2/1/17,2016,2,10,48,y,Driving Layup Shot,2PT Field Goal,1,Charlotte Hornets,9,16
Golden State Warriors,1/22/17,2016,2,8,3,n,Driving Layup Shot,2PT Field Goal,3,Orlando Magic,28,19
Golden State Warriors,12/11/16,2016,2,7,48,y,Driving Layup Shot,2PT Field Goal,2,Minnesota Timberwolves,-14,21
Golden State Warriors,1/29/17,2016,2,1,55,n,Driving Layup Shot,2PT Field Goal,1,Portland Trail Blazers,12,2
Golden State Warriors,3/5/17,2016,4,3,1,y,Driving Layup Shot,2PT Field Goal,1,New York Knicks,-19,2
Golden State Warriors,3/5/17,2016,3,6,54,n,Driving Layup Shot,2PT Field Goal,0,New York Knicks,0,4
Golden State Warriors,12/23/16,2016,2,9,16,y,Driving Layup Shot,2PT Field Goal,0,Detroit Pistons,4,-6
Golden State Warriors,12/10/16,2016,2,2,25,n,Driving Layup Shot,2PT Field Goal,2,Memphis Grizzlies,-19,18
Golden State Warriors,12/11/16,2016,1,7,7,y,Driving Layup Shot,2PT Field Goal,1,Minnesota Timberwolves,1,11
Golden State Warriors,11/18/16,2016,1,6,30,n,Driving Layup Shot,2PT Field Goal,0,Boston Celtics,9,2
Golden State Warriors,12/25/16,2016,1,9,57,y,Driving Layup Shot,2PT Field Goal,1,Cleveland Cavaliers,-14,-11
Golden State Warriors,12/25/16,2016,4,11,22,y,Driving Layup Shot,2PT Field Goal,0,Cleveland Cavaliers,0,-5
Golden State Warriors,1/2/17,2016,4,9,3,n,Driving Layup Shot,2PT Field Goal,1,Denver Nuggets,12,11
Golden State Warriors,11/7/16,2016,2,9,4,n,Driving Reverse Layup Shot,2PT Field Goal,1,New Orleans Pelicans,-7,11
Golden State Warriors,3/2/17,2016,3,9,8,n,Driving Reverse Layup Shot,2PT Field Goal,2,Chicago Bulls,-22,7
Golden State Warriors,12/22/16,2016,4,3,15,n,Driving Reverse Layup Shot,2PT Field Goal,2,Brooklyn Nets,22,3
Golden State Warriors,12/20/16,2016,3,7,20,n,Driving Reverse Layup Shot,2PT Field Goal,1,Utah Jazz,1,11
Golden State Warriors,3/2/17,2016,1,9,21,y,Driving Reverse Layup Shot,2PT Field Goal,2,Chicago Bulls,25,11
Golden State Warriors,12/17/16,2016,2,2,25,n,Driving Reverse Layup Shot,2PT Field Goal,2,Portland Trail Blazers,19,16
Golden State Warriors,3/14/17,2016,2,11,20,y,Driving Reverse Layup Shot,2PT Field Goal,1,Philadelphia 76ers,0,16
Golden State Warriors,12/22/16,2016,3,8,7,n,Driving Reverse Layup Shot,2PT Field Goal,1,Brooklyn Nets,-12,2
Golden State Warriors,2/11/17,2016,1,8,53,n,Driving Reverse Layup Shot,2PT Field Goal,0,Oklahoma City Thunder,6,-4
Golden State Warriors,3/21/17,2016,1,10,2,y,Driving Reverse Layup Shot,2PT Field Goal,1,Dallas Mavericks,15,2
Golden State Warriors,12/7/16,2016,3,9,49,y,Fadeaway Bank shot,2PT Field Goal,10,Los Angeles Clippers,-99,46
Golden State Warriors,11/18/16,2016,4,7,57,n,Fadeaway Jump Shot,2PT Field Goal,14,Boston Celtics,20,144
Golden State Warriors,3/2/17,2016,1,7,9,n,Fadeaway Jump Shot,2PT Field Goal,17,Chicago Bulls,-135,110
Golden State Warriors,1/28/17,2016,3,4,28,y,Fadeaway Jump Shot,2PT Field Goal,16,Los Angeles Clippers,-148,75
Golden State Warriors,11/3/16,2016,4,2,51,y,Fadeaway Jump Shot,2PT Field Goal,10,Oklahoma City Thunder,-99,18
Golden State Warriors,1/28/17,2016,1,9,36,y,Fadeaway Jump Shot,2PT Field Goal,13,Los Angeles Clippers,61,124
Golden State Warriors,12/20/16,2016,1,6,26,n,Fadeaway Jump Shot,2PT Field Goal,9,Utah Jazz,76,56
Golden State Warriors,12/5/16,2016,2,7,50,y,Fadeaway Jump Shot,2PT Field Goal,10,Indiana Pacers,88,51
Golden State Warriors,11/25/16,2016,4,8,7,y,Fadeaway Jump Shot,2PT Field Goal,12,Los Angeles Lakers,109,65
Golden State Warriors,1/2/17,2016,4,2,42,y,Fadeaway Jump Shot,2PT Field Goal,8,Denver Nuggets,-4,85
Golden State Warriors,1/6/17,2016,2,11,29,n,Fadeaway Jump Shot,2PT Field Goal,8,Memphis Grizzlies,50,70
Golden State Warriors,3/14/17,2016,3,7,30,n,Fadeaway Jump Shot,2PT Field Goal,14,Philadelphia 76ers,-147,21
Golden State Warriors,12/17/16,2016,2,3,48,y,Fadeaway Jump Shot,2PT Field Goal,16,Portland Trail Blazers,-160,21
Golden State Warriors,1/29/17,2016,4,11,23,y,Fadeaway Jump Shot,2PT Field Goal,20,Portland Trail Blazers,-156,134
Golden State Warriors,11/18/16,2016,2,2,12,y,Fadeaway Jump Shot,2PT Field Goal,16,Boston Celtics,-145,85
Golden State Warriors,3/31/17,2016,2,9,40,n,Fadeaway Jump Shot,2PT Field Goal,14,Houston Rockets,148,13
Golden State Warriors,12/7/16,2016,2,8,13,n,Fadeaway Jump Shot,2PT Field Goal,13,Los Angeles Clippers,137,8
Golden State Warriors,12/30/16,2016,4,3,47,n,Fadeaway Jump Shot,2PT Field Goal,14,Dallas Mavericks,109,95
Golden State Warriors,1/4/17,2016,2,7,38,n,Fadeaway Jump Shot,2PT Field Goal,17,Portland Trail Blazers,101,146
Golden State Warriors,1/8/17,2016,1,9,58,y,Fadeaway Jump Shot,2PT Field Goal,12,Sacramento Kings,-109,51
Golden State Warriors,2/25/17,2016,2,7,5,y,Finger Roll Layup Shot,2PT Field Goal,1,Brooklyn Nets,1,11
Golden State Warriors,11/26/16,2016,4,9,54,y,Finger Roll Layup Shot,2PT Field Goal,2,Minnesota Timberwolves,14,18
Golden State Warriors,1/22/17,2016,1,5,19,n,Floating Jump shot,2PT Field Goal,10,Orlando Magic,71,72
Golden State Warriors,3/21/17,2016,3,7,49,n,Floating Jump shot,3PT Field Goal,25,Dallas Mavericks,187,174
Golden State Warriors,11/3/16,2016,4,10,46,y,Floating Jump shot,2PT Field Goal,11,Oklahoma City Thunder,-2,111
Golden State Warriors,2/2/17,2016,4,11,37,y,Floating Jump shot,2PT Field Goal,7,Los Angeles Clippers,-12,72
Golden State Warriors,11/13/16,2016,4,6,23,n,Floating Jump shot,2PT Field Goal,12,Phoenix Suns,-88,90
Golden State Warriors,1/29/17,2016,2,5,50,n,Floating Jump shot,2PT Field Goal,9,Portland Trail Blazers,81,41
Golden State Warriors,1/4/17,2016,2,7,5,n,Hook Shot,2PT Field Goal,4,Portland Trail Blazers,-32,36
Golden State Warriors,12/7/16,2016,1,9,4,n,Jump Bank Shot,2PT Field Goal,5,Los Angeles Clippers,-4,51
Golden State Warriors,2/1/17,2016,1,4,14,y,Jump Bank Shot,2PT Field Goal,16,Charlotte Hornets,-127,101
Golden State Warriors,1/18/17,2016,1,4,19,n,Jump Bank Shot,2PT Field Goal,11,Oklahoma City Thunder,-86,77
Golden State Warriors,1/18/17,2016,3,6,16,y,Jump Bank Shot,2PT Field Goal,18,Oklahoma City Thunder,1,185
Golden State Warriors,3/14/17,2016,1,7,21,y,Jump Bank Shot,2PT Field Goal,7,Philadelphia 76ers,-73,23
Golden State Warriors,2/25/17,2016,2,2,2,n,Jump Bank Shot,2PT Field Goal,11,Brooklyn Nets,-3,116
Golden State Warriors,11/4/16,2016,4,11,9,n,Jump Bank Shot,2PT Field Goal,7,Los Angeles Lakers,70,28
Golden State Warriors,11/23/16,2016,3,3,26,y,Jump Shot,3PT Field Goal,27,Los Angeles Lakers,195,188
Golden State Warriors,11/23/16,2016,3,7,49,y,Jump Shot,3PT Field Goal,26,Los Angeles Lakers,-148,223
Golden State Warriors,10/30/16,2016,2,0,49,n,Jump Shot,2PT Field Goal,4,Phoenix Suns,-38,21
Golden State Warriors,10/30/16,2016,1,6,14,n,Jump Shot,3PT Field Goal,26,Phoenix Suns,236,129
Golden State Warriors,10/30/16,2016,3,3,56,n,Jump Shot,3PT Field Goal,27,Phoenix Suns,171,210
Golden State Warriors,10/30/16,2016,1,5,2,n,Jump Shot,2PT Field Goal,19,Phoenix Suns,-179,85
Golden State Warriors,10/30/16,2016,1,10,51,n,Jump Shot,3PT Field Goal,23,Phoenix Suns,236,-26
Golden State Warriors,10/30/16,2016,3,11,46,y,Jump Shot,2PT Field Goal,18,Phoenix Suns,46,180
Golden State Warriors,10/30/16,2016,4,4,14,n,Jump Shot,3PT Field Goal,26,Phoenix Suns,233,124
Golden State Warriors,10/30/16,2016,4,0,53,n,Jump Shot,3PT Field Goal,23,Phoenix Suns,238,-16
Golden State Warriors,11/7/16,2016,4,4,17,n,Jump Shot,2PT Field Goal,20,New Orleans Pelicans,105,174
Golden State Warriors,11/7/16,2016,1,8,50,y,Jump Shot,2PT Field Goal,19,New Orleans Pelicans,79,183
Golden State Warriors,11/7/16,2016,1,10,5,n,Jump Shot,3PT Field Goal,26,New Orleans Pelicans,-156,208
Golden State Warriors,11/7/16,2016,1,5,35,n,Jump Shot,3PT Field Goal,24,New Orleans Pelicans,112,223
Golden State Warriors,11/7/16,2016,1,4,55,y,Jump Shot,2PT Field Goal,16,New Orleans Pelicans,-160,21
Golden State Warriors,11/7/16,2016,2,5,34,y,Jump Shot,3PT Field Goal,24,New Orleans Pelicans,-240,-6
Golden State Warriors,11/7/16,2016,2,4,45,n,Jump Shot,3PT Field Goal,23,New Orleans Pelicans,233,11
Golden State Warriors,11/7/16,2016,4,7,11,n,Jump Shot,2PT Field Goal,19,New Orleans Pelicans,146,134
Golden State Warriors,11/7/16,2016,2,7,11,n,Jump Shot,3PT Field Goal,26,New Orleans Pelicans,92,247
Golden State Warriors,12/10/16,2016,1,3,42,n,Jump Shot,3PT Field Goal,23,Memphis Grizzlies,232,-26
Golden State Warriors,3/20/17,2016,3,4,51,y,Jump Shot,3PT Field Goal,23,Oklahoma City Thunder,-227,65
Golden State Warriors,3/20/17,2016,2,6,45,y,Jump Shot,3PT Field Goal,25,Oklahoma City Thunder,79,239
Golden State Warriors,3/20/17,2016,1,4,45,y,Jump Shot,3PT Field Goal,25,Oklahoma City Thunder,-1,257
Golden State Warriors,3/20/17,2016,3,10,10,n,Jump Shot,3PT Field Goal,23,Oklahoma City Thunder,230,57
Golden State Warriors,3/20/17,2016,3,6,13,n,Jump Shot,3PT Field Goal,24,Oklahoma City Thunder,-30,242
Golden State Warriors,3/20/17,2016,3,5,26,y,Jump Shot,3PT Field Goal,23,Oklahoma City Thunder,223,65
Golden State Warriors,3/20/17,2016,4,10,24,n,Jump Shot,3PT Field Goal,24,Oklahoma City Thunder,-86,228
Golden State Warriors,3/20/17,2016,3,4,16,n,Jump Shot,3PT Field Goal,23,Oklahoma City Thunder,230,36
Golden State Warriors,3/20/17,2016,4,10,54,n,Jump Shot,3PT Field Goal,24,Oklahoma City Thunder,194,151
Golden State Warriors,12/10/16,2016,3,8,24,n,Jump Shot,3PT Field Goal,25,Memphis Grizzlies,195,159
Golden State Warriors,12/10/16,2016,1,7,27,n,Jump Shot,2PT Field Goal,19,Memphis Grizzlies,177,80
Golden State Warriors,12/10/16,2016,3,4,38,n,Jump Shot,3PT Field Goal,27,Memphis Grizzlies,104,252
Golden State Warriors,12/10/16,2016,1,8,22,n,Jump Shot,2PT Field Goal,9,Memphis Grizzlies,97,18
Golden State Warriors,3/20/17,2016,3,3,19,y,Jump Shot,3PT Field Goal,24,Oklahoma City Thunder,-178,165
Golden State Warriors,3/20/17,2016,3,10,37,y,Jump Shot,3PT Field Goal,22,Oklahoma City Thunder,225,-6
Golden State Warriors,3/20/17,2016,2,1,48,n,Jump Shot,3PT Field Goal,23,Oklahoma City Thunder,236,11
Golden State Warriors,1/16/17,2016,1,8,11,n,Jump Shot,3PT Field Goal,25,Cleveland Cavaliers,169,188
Golden State Warriors,1/16/17,2016,4,11,21,n,Jump Shot,3PT Field Goal,25,Cleveland Cavaliers,-138,219
Golden State Warriors,1/16/17,2016,3,10,18,n,Jump Shot,3PT Field Goal,22,Cleveland Cavaliers,225,2
Golden State Warriors,1/16/17,2016,3,7,46,y,Jump Shot,3PT Field Goal,25,Cleveland Cavaliers,156,200
Golden State Warriors,12/17/16,2016,3,5,33,y,Jump Shot,2PT Field Goal,20,Portland Trail Blazers,174,110
Golden State Warriors,12/17/16,2016,1,4,32,n,Jump Shot,3PT Field Goal,29,Portland Trail Blazers,-174,244
Golden State Warriors,12/17/16,2016,2,4,6,n,Jump Shot,3PT Field Goal,23,Portland Trail Blazers,-237,26
Golden State Warriors,12/17/16,2016,1,10,17,n,Jump Shot,2PT Field Goal,18,Portland Trail Blazers,15,185
Golden State Warriors,3/2/17,2016,4,0,9,n,Jump Shot,3PT Field Goal,25,Chicago Bulls,-145,214
Golden State Warriors,1/22/17,2016,4,8,6,n,Jump Shot,2PT Field Goal,16,Orlando Magic,0,164
Golden State Warriors,11/4/16,2016,1,0,26,n,Jump Shot,2PT Field Goal,16,Los Angeles Lakers,23,168
Golden State Warriors,11/4/16,2016,2,5,1,n,Jump Shot,3PT Field Goal,23,Los Angeles Lakers,236,8
Golden State Warriors,11/4/16,2016,1,9,26,n,Jump Shot,3PT Field Goal,24,Los Angeles Lakers,165,187
Golden State Warriors,11/4/16,2016,3,6,25,y,Jump Shot,3PT Field Goal,24,Los Angeles Lakers,205,134
Golden State Warriors,11/4/16,2016,2,8,25,n,Jump Shot,3PT Field Goal,24,Los Angeles Lakers,117,218
Golden State Warriors,11/4/16,2016,2,9,8,n,Jump Shot,3PT Field Goal,25,Los Angeles Lakers,-162,197
Golden State Warriors,11/4/16,2016,3,7,41,y,Jump Shot,3PT Field Goal,22,Los Angeles Lakers,228,26
Golden State Warriors,11/4/16,2016,2,3,28,y,Jump Shot,2PT Field Goal,12,Los Angeles Lakers,-126,21
Golden State Warriors,11/4/16,2016,1,10,2,n,Jump Shot,3PT Field Goal,25,Los Angeles Lakers,-122,223
Golden State Warriors,11/4/16,2016,3,4,7,n,Jump Shot,3PT Field Goal,24,Los Angeles Lakers,218,104
